PeriodId,JITSofia-113
8,100
10,0
11,-11.1111111111111
12,-37.5
13,-66.6666666666667
14,-29.8245614035088
15,-16.6666666666667
16,-56
17,-39.7260273972603
18,-26.9662921348315
19,-21.5686274509804
20,-9.67741935483871
21,-12.3515439429929
22,-9.80861244019139
23,-9.45558739255015
24,-19.7934595524957
25,-23.9336492890995
26,-22.7686703096539
27,-20.1379310344828
29,-30.9500489715965
30,-29.5142071494042
31,-26.5593561368209
32,-24.1854636591479
33,-25.5483870967742
34,-38.2151029748284
35,-33.4763948497854
Median,-24.0595564741237
Average,-24.0595564741237
