PeriodId,JITSofia-113
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,2.28571428571429
15,-1.78571428571429
16,1.10294117647058
17,5.11182108626198
18,7.02341137123745
19,4.6119235095613
20,-1.08527131782946
21,-3.53798126951093
22,-5.75620767494357
23,-1.94174757281553
24,-2.3989898989899
25,-8.65384615384616
26,-0.124843945068664
27,-2.50312891113892
28,-0.749999999999995
29,-1.44927536231884
30,-2.89017341040463
31,0
32,10.5150214592275
33,9.42350332594235
34,18.3333333333333
35,9.80645161290323
Median,0
Average,0
