PeriodId,JITSofia-113
3,0
7,0
8,0
9,12.5
10,6.24252758667998
11,2.84725355678412
12,42.9246064932233
13,39.5090885149013
14,7.64317464314412
15,2.47472813181939
16,1.19807299090411
17,6.82976213518232
18,12.4643734269725
19,7.84562206117876
20,5.55207271567681
21,3.90672914065198
22,4.97189500141959
23,1.88383049836778
24,3.07281130062067
25,4.23778605623355
26,1.5236876319727
27,1.6840047115303
28,4.53292442114006
29,8.90840513178348
30,5.10063112450025
31,4.62110653245498
32,4.58903146275771
33,5.72287879027495
34,7.64835670125021
35,11.5885598796749
Median,4.79650076693728
Average,4.79650076693728
