PeriodId,JITSofia-150
4,6.09756097560976
5,0
6,3.26797385620916
7,0.452488687782804
8,-1.36363636363637
9,3.52504638218925
10,4.46428571428572
11,0.770077007700776
12,-0.906002265005668
13,2.50223413762287
14,5.37745604963806
15,7.46666666666667
16,8.12121212121213
17,10.4400345125108
18,1.88679245283019
19,8.11170212765957
20,0.231481481481488
Median,3.26797385620916
Average,3.26797385620916
