PeriodId,JITSofia-150
4,40
5,66
6,16.8141592920354
7,-1.88679245283019
8,-41.5094339622642
9,-3.09278350515464
10,5.88235294117647
11,21.25
12,-13.3333333333333
13,-31.7307692307692
14,-24.1666666666667
15,-32.9787234042553
16,-30
17,-29.2134831460674
18,-38.3561643835616
19,-35.2631578947368
20,-44.1964285714286
Median,-24.1666666666667
Average,-24.1666666666667
