PeriodId,RevOwnRec-145
4,93.3333333333333
5,10
6,18.5840707964602
7,61.3207547169811
8,45.2830188679245
9,86.5979381443299
10,9.80392156862746
11,7.5
12,57.7777777777778
13,32.6923076923077
14,17.5
15,18.0851063829787
16,3.33333333333334
17,-12.9213483146067
18,-2.05479452054794
19,-20
20,1.33928571428572
Median,17.5
Average,17.5
