PeriodId,RevOwnRec-145
4,48.3273388096266
5,34.0325256870877
6,31.2481252651066
7,30.40252749904
8,21.8129242138325
9,12.3960048426658
10,14.6041545256889
11,15.7010746357486
12,9.79825780233172
13,14.7249840223801
14,12.5812539656864
15,11.7577731372775
16,12.5261572334245
17,26.206576341291
18,78.6685043097184
19,44.8028839859747
20,79.2908763609771
Median,21.8129242138325
Average,21.8129242138325
