PeriodId,RevOwnRec-129
1,100
2,28.5714285714286
3,127.450980392157
4,39.0625
5,-22.0183486238532
6,9.87654320987654
7,10.8527131782946
8,0
9,0
10,-4.89130434782609
11,-12.4
12,-19.6850393700787
13,-0.523560209424079
14,-15.6363636363636
15,-21.5017064846416
16,-23.4848484848485
17,-46.070460704607
18,-43.2911392405063
19,-4.04494382022472
Median,-4.04494382022472
Average,-4.04494382022472
