PeriodId,RevOwnRec-129
1,9.46978010145194
2,18.9755427187552
3,30.07109017435
4,33.1138583000068
5,21.8340197683882
6,22.1194015727875
7,20.6789214813674
8,18.6275577627772
9,19.5229184304273
10,18.5633631145603
11,18.1234149813294
12,20.7840953686071
13,18.140369868807
14,15.2231780808766
15,13.9186395622859
16,11.1490419728703
17,13.1001611747854
18,12.0285406087933
19,12.7873783871756
Median,18.5633631145603
Average,18.5633631145603
