PeriodId,JITSofia-114
3,0
7,0
8,0
9,0
10,0
11,0
12,470.029118116534
13,0
14,53.6747747045299
15,41.5311206997147
16,47.5928052639436
17,49.5365909359248
18,89.2734613301039
19,80.2144171435254
20,71.4386123591373
21,70.8685722818431
22,86.196870503079
23,75.4413815463481
24,80.0269773718517
25,100.772484074017
26,71.8102603849344
27,85.0233604757124
28,74.2994829326062
29,99.0171505140662
30,91.2187061764425
31,80.4736537071384
32,77.8107046084571
33,80.8287743314013
34,84.5569767591394
35,131.168153875339
Median,74.8704322394772
Average,74.8704322394772
