PeriodId,JITSofia-114
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,3.42857142857143
15,-1.07142857142857
16,-2.94117647058824
17,2.555910543131
18,10.0334448160535
19,4.16197975253094
20,-1.70542635658915
21,-3.2258064516129
22,-4.74040632054176
23,-2.30582524271845
24,-3.15656565656566
25,-8.97435897435898
26,-1.12359550561798
27,-4.38047559449312
28,-2
29,-0.79051383399209
30,-3.35260115606937
31,-0.250312891113891
32,9.9785407725322
33,8.64745011086474
34,19.6153846153846
35,9.93548387096774
Median,0
Average,0
