PeriodId,RetentionRec-112
1,11.1530875746197
2,18.9510631472118
3,30.693666107875
4,33.9492269446446
5,22.6118168795366
6,22.7626698383778
7,21.4039934959414
8,19.8705388943256
9,20.6268338859408
10,19.7496204143745
11,19.9736322450214
12,21.7510553436787
13,19.2195837354606
14,15.9835913289539
15,14.5162177721512
16,11.7056741484542
17,13.4332872454946
18,12.6983400852842
19,14.059747162154
Median,19.7496204143745
Average,19.7496204143745
