PeriodId,RetentionRec-112
1,100
2,28.5714285714286
3,29.4117647058824
4,-31.25
5,-26.9113149847095
6,-9.87654320987654
7,-10.077519379845
8,-23.0769230769231
9,-10.6194690265487
10,-9.23913043478261
11,-27.6
12,-20.8661417322835
13,-20.9424083769633
14,-15.6363636363636
15,-23.5494880546075
16,-25.3787878787879
17,-45.79945799458
18,-45.3164556962025
19,-42.6966292134831
Median,-20.9424083769633
Average,-20.9424083769633
