PeriodId,RetentionRec-112
1,12.0754005471404
2,10.0864853215031
3,17.0566451913632
4,-17.0124888712429
5,-20.8086890817343
6,-25.6326322940848
7,-34.1457249719234
8,-38.7491962910556
9,-41.8415945375745
10,-45.6544632734424
11,-51.5780450637
12,-37.0727694901348
13,-38.5277109137092
14,-39.8929702418692
15,-40.1303651141205
16,-30.657828565437
17,-32.4143953154978
18,-37.3547391078167
19,-46.82364223112
Median,-37.0727694901348
Average,-37.0727694901348
