PeriodId,JITSofia-112
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,1.71428571428571
15,-1.42857142857142
16,1.10294117647058
17,2.87539936102237
18,5.68561872909699
19,2.24971878515186
20,-1.47286821705427
21,-4.47450572320499
22,-5.19187358916479
23,-3.15533980582524
24,-1.64141414141414
25,-8.22649572649573
26,0.249687890137329
27,-1.00125156445557
28,-3.5
29,-0.79051383399209
30,-5.78034682080925
31,-0.500625782227782
32,10.7296137339056
33,8.64745011086474
34,20.7692307692308
35,11.6129032258065
Median,0
Average,0
