PeriodId,JITSofia-112
3,0
7,0
8,0
9,0
10,0
11,0
12,470.029118116534
13,0
14,53.8844448163974
15,41.3373235248665
16,46.0453644318012
17,49.6393724485234
18,84.1725171950643
19,80.0093464640596
20,70.991699182343
21,70.7609066997517
22,84.7509912687435
23,72.7163064060255
24,80.4535668157743
25,101.060864722291
26,72.8829203798416
27,84.9365814861066
28,75.1012739918617
29,99.6649374314992
30,89.9277023449929
31,80.1105453820337
32,76.7226004856342
33,83.0947570416052
34,87.2751743786906
35,130.564573821137
Median,73.9920971858516
Average,73.9920971858516
