PeriodId,cHRev-100
4,47.2463225337774
5,25.2314642293248
6,21.8066402495888
7,20.097417541469
8,12.3490845780319
9,7.05784737847868
10,9.98822889714603
11,9.2110441593511
12,6.36427451081294
13,11.0852587669191
14,9.43955775022223
15,9.4213681865656
16,10.8268855137094
17,24.392694455459
18,75.5357053790032
19,41.7843307360508
20,75.2621029405165
Median,12.3490845780319
Average,12.3490845780319
