PeriodId,cHRev-100
4,60
5,70
6,28.3185840707965
7,33.0188679245283
8,-24.5283018867924
9,4.12371134020619
10,29.4117647058824
11,40
12,14.4444444444444
13,-11.5384615384615
14,-6.66666666666667
15,0
16,0
17,-21.9101123595506
18,-6.84931506849316
19,-24.7368421052632
20,-24.1071428571429
Median,0
Average,0
