PeriodId,cHRev-100
4,-9.75609756097561
5,-6.58578856152513
6,-9.80392156862745
7,-7.46606334841629
8,-7.5
9,-2.04081632653061
10,3.39285714285715
11,-1.98019801980198
12,-3.39750849377124
13,-1.51921358355674
14,2.37849017580145
15,4.66666666666666
16,7.03030303030303
17,8.8006902502157
18,0.718778077268634
19,5.85106382978724
20,-0.92592592592593
Median,-1.51921358355674
Average,-1.51921358355674
