PeriodId,JITSofia-127
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,1.14285714285713
15,-1.78571428571429
16,-1.10294117647058
17,2.87539936102237
18,7.02341137123745
19,2.47469066366703
20,-1.86046511627908
21,-2.91363163371487
22,-4.40180586907449
23,-2.79126213592233
24,-1.89393939393939
25,-9.18803418803419
26,-0.873907615480651
27,-1.8773466833542
28,-2.87500000000001
29,-1.31752305665349
30,-5.66473988439307
31,0.750938673341683
32,9.4420600858369
33,8.75831485587584
34,17.4358974358974
35,9.03225806451613
Median,0
Average,0
