PeriodId,JITSofia-121
1,100
2,14.2857142857143
3,-31.3725490196078
4,-45.3125
5,-37.308868501529
6,-18.9300411522634
7,-30.2325581395349
8,-58.974358974359
9,-26.5486725663717
10,-14.6739130434783
11,-29.6
12,-27.5590551181102
13,-31.9371727748691
14,-20.3636363636364
15,-25.938566552901
16,-26.1363636363636
17,-47.1544715447154
18,-37.2151898734177
19,-29.2134831460674
Median,-29.2134831460674
Average,-29.2134831460674
