PeriodId,TurnoverRec-113
1,-42.9940526841461
2,-49.1032266551043
3,-48.3112902465528
4,-46.8952667541085
5,-37.1928406661441
6,-44.4860547981358
7,-51.9253841909998
8,-52.98473863613
9,-55.8447821864775
10,-57.7510235006242
11,-58.4051863229844
12,-40.5849076416439
13,-32.8847654867322
14,-42.5084655434329
15,-35.3670620462284
16,-32.8977319292293
17,-29.914878332679
18,-39.5265903008033
19,-46.8824744834275
Median,-44.4860547981358
Average,-44.4860547981358
