PeriodId,TurnoverRec-113
1,-27.8803498282238
2,-28.1750789618252
3,-25.7173578670046
4,-22.0975748980944
5,-23.1923822178218
6,-28.8009255625283
7,-30.7706191921149
8,-33.6264511905705
9,-37.9445583864878
10,-40.3709171203544
11,-35.5089737739308
12,-22.0104054708192
13,-21.7683424712131
14,-26.9408075654806
15,-21.8683942555998
16,-17.0035371253322
17,-18.5192595303167
18,-20.4010136773438
19,-24.8526296979441
Median,-25.7173578670046
Average,-25.7173578670046
