PeriodId,AuthorshipRec-102
4,-16.6115137002403
5,19.6086900154191
6,20.1448243413823
7,19.1447519174887
8,17.4950792708956
9,6.12668336616513
10,8.42093914115596
11,8.74852511036708
12,-4.46570955482
13,2.24621107133651
14,10.9000645320565
15,13.9814169258555
16,23.0702254565856
17,36.1738088858909
18,86.7662178192648
19,44.0439969323717
20,66.7377724736413
Median,17.4950792708956
Average,17.4950792708956
