PeriodId,AuthorshipRec-102
4,100
5,26
6,113.274336283186
7,34.9056603773585
8,0.943396226415105
9,22.680412371134
10,103.921568627451
11,81.25
12,38.8888888888889
13,44.2307692307692
14,50
15,38.2978723404255
16,10
17,19.6629213483146
18,32.1917808219178
19,10
20,24.1071428571429
Median,34.9056603773585
Average,34.9056603773585
