PeriodId,LearnRec-109
1,-30.6376360808709
2,-44.7688564476886
3,-42.7480916030534
4,-42.4844720496894
5,-33.6341756919374
6,-34.1375150784077
7,-39.7599399849963
8,-44.3396226415094
9,-40.1234567901235
10,-43.5051546391753
11,-40.7528641571195
12,-32.9824561403509
13,-34.0950976778474
14,-35.171568627451
15,-31.5946985891407
16,-32.8847481021394
17,-30.7442049613664
18,-32.8537170263789
19,-34.5468628969791
Median,-34.5468628969791
Average,-34.5468628969791
