PeriodId,LearnRec-109
1,-41.4447771385437
2,-42.7711359585624
3,-38.218022575354
4,-34.9765188752154
5,-31.5085279618172
6,-37.9733157049473
7,-36.9713450816117
8,-39.8363847350089
9,-44.1215658362751
10,-46.5993109391371
11,-43.7938291141298
12,-27.3321990123899
13,-28.8645378971227
14,-31.601067477926
15,-25.0211728064221
16,-19.8135770537535
17,-21.1679599584703
18,-23.5486973199584
19,-28.9217557263208
Median,-34.9765188752154
Average,-34.9765188752154
