PeriodId,LearnRec-109
1,-49.8995558424064
2,-52.9179265608974
3,-55.510803758023
4,-49.360900318909
5,-37.6734690149756
6,-46.3835821356864
7,-49.0510699251328
8,-51.1896037485725
9,-56.3040762638618
10,-58.1334067779493
11,-57.1474330875686
12,-39.6111972259533
13,-35.8648074933443
14,-42.4953253938973
15,-36.4023986514092
16,-31.9219731576211
17,-31.2129455630396
18,-38.0710167186633
19,-45.8126147428487
Median,-46.3835821356864
Average,-46.3835821356864
