PeriodId,JITSofia-128
3,0
7,0
8,0
9,12.5
10,6.24252758667998
11,7.01937672161121
12,36.0947047365741
13,31.7315634571415
14,14.0155832902215
15,9.30367700169057
16,6.12816234673164
17,9.91642603098801
18,13.4197472861707
19,8.65727998679962
20,7.13275427399351
21,5.36128557739233
22,6.09690907871459
23,3.6611269766468
24,5.38944699779322
25,6.28057142061635
26,4.36397878391526
27,3.63704672449623
28,7.62364208927804
29,11.4214128478815
30,7.81382489636868
31,7.32409216930576
32,6.16429933774061
33,7.28119429555862
34,9.66827594765443
35,11.5851392775422
Median,7.20697428477607
Average,7.20697428477607
