PeriodId,JITSofia-128
3,0
7,0
8,0
9,0
10,0
11,0
12,539.760083614755
13,0
14,82.8904048134811
15,69.6152560396188
16,66.7044806932847
17,61.6327893604323
18,105.889051697258
19,92.7872822012168
20,78.8985611414247
21,78.6613584169704
22,97.3308740047191
23,82.7420894327315
24,92.0480927603603
25,114.784552437233
26,86.5863809396371
27,96.1235861380936
28,93.1989598640131
29,118.34242046013
30,110.712908171078
31,110.66969714788
32,93.1655972942235
33,101.340036097625
34,108.432685082141
35,148.310996126545
Median,89.3172368499987
Average,89.3172368499987
