PeriodId,JITSofia-128
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,3.42857142857143
15,-2.5
16,-4.04411764705882
17,1.91693290734825
18,3.67892976588629
19,0.44994375703038
20,-7.13178294573643
21,-5.93132154006244
22,-9.93227990970654
23,-6.06796116504854
24,-7.32323232323232
25,-13.2478632478632
26,-5.74282147315856
27,-9.01126408010012
28,-8.62500000000001
29,-8.30039525691699
30,-10.9826589595376
31,-5.75719649561952
32,2.89699570815452
33,3.43680709534369
34,10.3846153846154
35,4.64516129032257
Median,0
Average,0
