PeriodId,JITSofia-126
3,0
7,0
8,0
9,0
10,0
11,0
12,484.274507398058
13,0
14,55.6404563516797
15,49.118195732997
16,47.8353687840879
17,49.0510359862309
18,91.0360505403668
19,80.0393367627942
20,71.1824547311893
21,71.5408998290459
22,86.1353678981857
23,72.1190582147179
24,78.88168950311
25,101.965054549865
26,72.4758922231762
27,85.3676816361299
28,75.8484999529256
29,101.318764679353
30,91.1751553970467
31,79.3578091043997
32,78.3001035951572
33,83.0023704866233
34,87.1681633010998
35,130.289736506192
Median,74.1621960880509
Average,74.1621960880509
