PeriodId,JITSofia-123
1,1.24416796267497
2,1.70316301703164
3,11.7775354416576
4,8.94409937888199
5,10.9506618531889
6,6.875753920386
7,3.15078769692423
8,1.32075471698114
9,13.9917695473251
10,22.1649484536083
11,1.22749590834696
12,-10
13,-11.5370438628824
14,-12.2957516339869
15,-13.5955536554083
16,-16.2180814354727
17,-13.2574217161448
18,-11.3309352517986
19,-5.42215336948102
Median,1.24416796267497
Average,1.24416796267497
