PeriodId,JITSofia-125
3,0
7,0
8,0
9,0
10,0
11,0
12,484.274507398058
13,0
14,58.2109591301256
15,46.7738226417467
16,46.6540738032738
17,49.8648281369043
18,89.2775726780295
19,80.4513864341683
20,71.2953731124424
21,70.9426543649686
22,86.7521090878967
23,73.8319022741459
24,80.5532831580599
25,103.330268726837
26,74.1267318728829
27,85.5111114155504
28,78.3061650447638
29,101.515567897981
30,93.7189888165872
31,84.7900420242094
32,80.3102606551538
33,87.6946894037839
34,87.6559546248863
35,133.085844600417
Median,76.2164484588233
Average,76.2164484588233
