PeriodId,JITSofia-125
3,0
7,0
8,0
9,12.5
10,6.24252758667998
11,6.15260217570082
12,41.8469743728819
13,39.5090885149013
14,10.0711961197727
15,5.30142002811098
16,0.844873044574035
17,6.78223741836699
18,12.0672805238669
19,8.28828881397252
20,5.0800313836856
21,3.90081431938842
22,4.68357844839145
23,1.67991110464452
24,3.93158662119375
25,4.55771744324438
26,2.78674741297029
27,2.31479392517333
28,5.72883689201873
29,10.0166954054346
30,5.14910654275755
31,5.6153764841461
32,5.22916355652836
33,5.83808164130564
34,8.85572125496592
35,12.00402828201
Median,5.45839825612854
Average,5.45839825612854
