PeriodId,JITSofia-122
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,0.571428571428578
15,0.714285714285712
16,-1.47058823529411
17,2.23642172523961
18,10.7023411371237
19,3.71203599550056
20,-0.930232558139532
21,-3.74609781477627
22,-5.07900677200903
23,-3.7621359223301
24,-3.78787878787878
25,-8.44017094017094
26,-0.998751560549316
27,-4.13016270337923
28,-3
29,0.263504611330689
30,-4.39306358381503
31,0.500625782227782
32,8.79828326180256
33,9.75609756097562
34,19.7435897435897
35,11.2258064516129
Median,0
Average,0
