PeriodId,JITSofia-122
3,0
7,0
8,0
9,12.5
10,6.24252758667998
11,1.26068621970412
12,42.9246064932233
13,39.5090885149013
14,8.41116196950231
15,2.74029206721491
16,0.568077695242741
17,6.7440909581407
18,12.6589125204112
19,7.89509509820581
20,5.34840337658227
21,4.05422766532257
22,4.57412773501713
23,1.89136817535687
24,3.28849923572496
25,4.45401779000019
26,1.51986522061338
27,2.24891926000867
28,4.64089025459342
29,8.83520227623111
30,4.93097100174971
31,5.18195203537029
32,5.07218279858692
33,5.53483572188234
34,7.66221303412318
35,11.1626224164
Median,5.00157690016831
Average,5.00157690016831
