PeriodId,LearnRec-97
4,33.3333333333333
5,110
6,45.1327433628319
7,80.188679245283
8,0
9,61.8556701030928
10,323.529411764706
11,245
12,186.666666666667
13,177.884615384615
14,148.333333333333
15,196.808510638298
16,198.333333333333
17,102.247191011236
18,197.945205479452
19,128.421052631579
20,138.839285714286
Median,138.839285714286
Average,138.839285714286
