PeriodId,LearnRec-97
4,-41.8221038670298
5,-50.7187443987776
6,-43.0434003772025
7,-48.3317958343572
8,-39.3328197129506
9,-33.5621482339892
10,-46.2183937296542
11,-40.5827426195347
12,-36.2072767956378
13,-38.7170658756733
14,-31.1963987322902
15,-25.5489128890534
16,-35.05166071848
17,-21.2200265538635
18,-19.4285499863829
19,-31.5237463720022
20,-28.7174319587034
Median,-36.2072767956378
Average,-36.2072767956378
