PeriodId,LearnRec-97
4,-14.2558481805057
5,-22.577036702375
6,-26.2644202391938
7,-31.1976653799118
8,-25.5082977404863
9,-24.2191543005929
10,-29.8256426062497
11,-32.3877172480316
12,-23.8540828399265
13,-26.0581228163336
14,-23.3387958478389
15,-17.2629793869724
16,-37.2220311482161
17,-19.3603314531148
18,-7.51965271956493
19,-17.9744309843354
20,-0.91749640634029
Median,-23.8540828399265
Average,-23.8540828399265
