PeriodId,LearnRec-97
4,-17.6829268292683
5,-22.0103986135182
6,-24.1830065359477
7,-34.3891402714932
8,-32.9545454545455
9,-31.9109461966605
10,-39.4642857142857
11,-38.943894389439
12,-34.7678369195923
13,-39.0527256478999
14,-34.0227507755946
15,-32.1333333333333
16,-39.2727272727273
17,-35.1164797238999
18,-49.685534591195
19,-44.5478723404255
20,-48.070987654321
Median,-34.7678369195923
Average,-34.7678369195923
