PeriodId,JITSofia-117
3,0
7,0
8,0
9,0
10,0
11,0
12,470.029118116534
13,0
14,54.7071483719329
15,42.4423806162537
16,46.7386107163331
17,50.6358124127839
18,89.5471333791141
19,80.5036353973509
20,71.2504389959875
21,71.2438149443043
22,86.5895837140442
23,73.8863751175351
24,80.204519995464
25,101.524924184812
26,72.5244630255365
27,82.7753717336815
28,74.7591431207895
29,98.7319653582453
30,91.8448361111555
31,79.8814763871477
32,76.8390411537171
33,82.6466894923079
34,86.9654759746582
35,130.2506705139
Median,74.3227591191623
Average,74.3227591191623
