PeriodId,cHRev-108
1,8.77406416876334
2,15.040172509337
3,23.7386412318813
4,25.6355427929012
5,17.0809892585473
6,17.3204010856459
7,15.8259131655214
8,14.0577939873435
9,13.9699714890206
10,13.1909793860884
11,12.9479102675485
12,16.7410433546742
13,14.6054021762484
14,11.8543047238239
15,10.5127143003263
16,8.48430294286746
17,11.0156119099023
18,9.28026178992518
19,8.89051051931589
Median,13.9699714890206
Average,13.9699714890206
