PeriodId,cHRev-108
1,0.622083981337473
2,-3.16301703163017
3,9.92366412213741
4,1.92546583850932
5,5.59566787003609
6,0.663449939686367
7,-3.60090022505627
8,-3.20754716981132
9,3.7037037037037
10,7.42268041237113
11,-10.4746317512275
12,-15.4824561403509
13,-20.1253225211942
14,-18.6274509803922
15,-18.0846515604959
16,-19.047619047619
17,-15.2501016673445
18,-16.8465227817746
19,-17.3508907823393
Median,-3.60090022505627
Average,-3.60090022505627
