PeriodId,cHRev-108
1,200
2,28.5714285714286
3,17.6470588235294
4,193.75
5,-21.4067278287462
6,-5.34979423868313
7,-12.4031007751938
8,-12.8205128205128
9,-10.6194690265487
10,-5.97826086956522
11,-12
12,-13.7795275590551
13,9.94764397905758
14,-11.2727272727273
15,-3.7542662116041
16,-11.7424242424242
17,-17.6151761517615
18,-18.7341772151899
19,-12.8089887640449
Median,-11.2727272727273
Average,-11.2727272727273
