PeriodId,Sofia-127
1,4.57694150577888
2,11.8603370414118
3,20.7661976037607
4,22.1194269233029
5,13.4865576433616
6,14.3347741614518
7,12.4391662726064
8,9.05608449028414
9,9.41729657396462
10,8.70313545563168
11,7.66319596007414
12,14.0692981010125
13,11.6265192357047
14,9.47833483195955
15,8.46424832297381
16,7.46693190172674
17,9.41813863382888
18,7.28301524257022
19,7.13185657300146
Median,9.41813863382888
Average,9.41813863382888
