PeriodId,JITSofia-121
4,46.6666666666667
5,60
6,16.8141592920354
7,5.66037735849056
8,-35.8490566037736
9,0
10,13.7254901960784
11,23.75
12,-3.33333333333333
13,-27.8846153846154
14,-21.6666666666667
15,-22.3404255319149
16,-23.3333333333333
17,-40.4494382022472
18,-28.0821917808219
19,-41.578947368421
20,-40.625
Median,-21.6666666666667
Average,-21.6666666666667
