PeriodId,TurnoverRec-99
4,-33.5108170485143
5,-61.1257237706967
6,-39.9964230679413
7,-48.1181210693404
8,-38.2308970244058
9,-33.020946389046
10,-40.9681123464119
11,-35.681060902505
12,-41.3008281704682
13,-37.8346426257951
14,-32.4201689655533
15,-20.1786507648094
16,-28.7885301522867
17,-19.2174882159217
18,-15.83536356001
19,-25.165483262892
20,-20.7468862999713
Median,-33.5108170485143
Average,-33.5108170485143
