PeriodId,TurnoverRec-99
4,-7.95980953382023
5,-14.6642658502409
6,-14.9868662192537
7,-21.5136783648007
8,-18.4538029136803
9,-18.6684580193637
10,-17.9596223030435
11,-19.8581451052203
12,-16.4240885576594
13,-14.4053484664124
14,-11.2438056444672
15,-7.0507982212463
16,-20.2760856547967
17,-7.98456880542556
18,14.3639519204783
19,3.70782775100817
20,25.1767953978033
Median,-14.6642658502409
Average,-14.6642658502409
