PeriodId,TurnoverRec-99
4,0
5,-10
6,-35.3982300884956
7,-33.9622641509434
8,-52.8301886792453
9,-6.18556701030928
10,-35.2941176470588
11,-15
12,-25.5555555555556
13,-54.8076923076923
14,-38.3333333333333
15,-52.1276595744681
16,-55.8333333333333
17,-67.4157303370787
18,-60.958904109589
19,-70
20,-63.3928571428571
Median,-38.3333333333333
Average,-38.3333333333333
