PeriodId,JITSofia-134
1,1.39968895800933
2,0.72992700729928
3,11.5594329334787
4,7.14285714285714
5,7.52105896510229
6,5.42822677925212
7,1.12528132033007
8,-0.943396226415094
9,8.33333333333333
10,22.3711340206186
11,-4.17348608837971
12,-11.0964912280702
13,-13.5643199410247
14,-13.4803921568627
15,-14.5361265498076
16,-17.0807453416149
17,-14.6807645384303
18,-11.8705035971223
19,-8.13323005422153
Median,-0.943396226415094
Average,-0.943396226415094
