PeriodId,JITSofia-132
1,24.8609601184884
2,73.7386174064346
3,108.833272015789
4,126.731025678754
5,114.303404870642
6,120.62788540575
7,124.870511592675
8,86.7568606818568
9,100.105358399105
10,94.0159785109951
11,95.4124482502114
12,116.204120507715
13,123.087987277209
14,100.560468415379
15,98.0548179154785
16,94.9219999625729
17,100.287852790618
18,89.3966623796636
19,81.5494071352674
Median,100.105358399105
Average,100.105358399105
