PeriodId,JITSofia-132
1,1.24416796267497
2,-0.24330900243309
3,9.81461286804799
4,7.82608695652174
5,8.90493381468112
6,6.51387213510253
7,0.900225056264059
8,-0.377358490566038
9,8.53909465020577
10,20.4123711340206
11,-4.50081833060556
12,-11.4473684210526
13,-13.7486177663104
14,-15.3186274509804
15,-14.7926464300983
16,-16.7701863354037
17,-14.9247661651078
18,-11.2110311750599
19,-9.29512006196747
Median,-0.377358490566038
Average,-0.377358490566038
