PeriodId,JITSofia-135
1,4.8578619378312
2,13.0703973167801
3,21.8595105092176
4,22.6466270531614
5,13.8006220433948
6,15.2475228080089
7,13.4688008597448
8,9.86946310128001
9,10.6205638950682
10,9.43550807018514
11,9.17194268390398
12,14.8693876035591
13,12.0862080263661
14,9.76163361869977
15,8.45197823522126
16,7.21689825773015
17,9.61124392075003
18,8.21276083811551
19,7.44859928347987
Median,9.86946310128001
Average,9.86946310128001
