PeriodId,JITSofia-118
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,1.71428571428571
15,-1.07142857142857
16,-2.57352941176471
17,5.43130990415335
18,8.0267558528428
19,4.04949381327333
20,-1.00775193798449
21,-3.2258064516129
22,-4.627539503386
23,-1.94174757281553
24,-2.77777777777778
25,-9.2948717948718
26,-0.124843945068664
27,-4.63078848560701
28,-3.37499999999999
29,-1.31752305665349
30,-4.73988439306359
31,-0.750938673341672
32,9.01287553648069
33,10.5321507760532
34,18.2051282051282
35,10.4516129032258
Median,0
Average,0
