PeriodId,JITSofia-118
3,0
7,0
8,0
9,0
10,0
11,0
12,470.029118116534
13,0
14,54.9005511726278
15,42.4553301628862
16,46.064444071352
17,49.9219811068853
18,83.8521851838099
19,80.2981949204434
20,71.6587674308639
21,71.6208368641601
22,86.5602520162582
23,72.1738002812848
24,80.1664191081161
25,101.953211862656
26,72.3484783021198
27,84.8497929825682
28,74.2381532349755
29,99.5495536514187
30,91.8615554374666
31,78.9283334855076
32,77.5017943621881
33,80.9816526699376
34,85.9119666478905
35,129.517899644327
Median,73.2933157685477
Average,73.2933157685477
