PeriodId,JITSofia-121
3,0
7,0
8,0
9,12.5
10,6.24252758667998
11,1.26068621970412
12,42.9246064932233
13,39.5090885149013
14,8.7916677980364
15,4.28493221901594
16,1.67279921905021
17,6.44892253130611
18,12.0209311305112
19,7.87103217903458
20,5.09260105450298
21,3.72442093538883
22,5.16292343025899
23,2.19559524760127
24,3.22813632284833
25,4.50619987898102
26,1.90438474210379
27,1.57440173258827
28,4.10518514230054
29,8.90076779277553
30,4.99826872773188
31,5.09101057637527
32,4.66156440113874
33,5.30574041190282
34,8.33735711137176
35,11.1209996840242
Median,5.04463965205357
Average,5.04463965205357
