PeriodId,JITSofia-121
3,0
7,0
8,0
9,0
10,0
11,0
12,470.029118116534
13,0
14,53.9570638189129
15,41.7035848062736
16,46.6006810657431
17,50.2940527138825
18,85.9608654951545
19,79.9176102896199
20,71.4699741054738
21,69.3687140679126
22,85.38363853009
23,73.2062234451187
24,80.4092248329327
25,100.751229906874
26,71.8439021800916
27,81.1529636921746
28,74.3533408822402
29,98.8758445931756
30,91.6266657563154
31,79.2370051370259
32,77.4511354019188
33,81.9020782552722
34,86.2611340328578
35,130.854849405941
Median,73.7797821636795
Average,73.7797821636795
