PeriodId,JITSofia-110
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,2.85714285714285
15,-3.57142857142857
16,-2.20588235294118
17,4.15335463258786
18,10.0334448160535
19,3.71203599550056
20,-1.70542635658915
21,-2.91363163371487
22,-5.64334085778782
23,-1.94174757281553
24,-3.15656565656566
25,-8.86752136752137
26,-1.37328339575531
27,-2.87859824780976
28,-2.75
29,-1.58102766798419
30,-4.04624277456648
31,0.625782227784732
32,9.76394849785407
33,9.09090909090908
34,18.5897435897436
35,9.54838709677419
Median,0
Average,0
