PeriodId,JITSofia-110
8,100
10,0
11,-11.1111111111111
12,-37.5
13,-66.6666666666667
14,-29.8245614035088
15,-16.6666666666667
16,-56
17,-39.7260273972603
18,-23.5955056179775
19,-18.6274509803922
20,-9.67741935483871
21,-13.7767220902613
22,-10.2870813397129
23,-10.3151862464183
24,-13.7693631669535
25,-15.4028436018957
26,-16.7577413479053
27,-16.1379310344828
29,-27.7179236043095
30,-26.5811182401467
31,-22.4346076458752
32,-21.4285714285714
33,-21.4193548387097
34,-36.8421052631579
35,-30.0429184549356
Median,-20.0234029095509
Average,-20.0234029095509
