PeriodId,AuthorshipRec-107
1,-0.466562986003105
2,-2.06812652068127
3,12.8680479825518
4,8.38509316770186
5,5.59566787003609
6,6.33293124246079
7,0.900225056264059
8,-3.20754716981132
9,6.89300411522633
10,14.4329896907216
11,3.10965630114566
12,-7.36842105263158
13,-8.07224474751198
14,-9.55882352941176
15,-9.83326207781103
16,-11.1111111111111
17,-10.4514030093534
18,-11.7505995203837
19,-10.9217660728118
Median,-2.06812652068127
Average,-2.06812652068127
