PeriodId,AuthorshipRec-107
1,8.39804524176422
2,14.2765830260692
3,23.8590706847979
4,27.1063848273158
5,16.9789421953631
6,17.2146608242678
7,15.3738046001526
8,12.5174517345811
9,14.0874946236707
10,11.9534492267913
11,12.8705606241693
12,16.8278086103498
13,14.1379423431989
14,12.2670807798738
15,10.2213920801143
16,8.77489390886017
17,10.6435095523859
18,8.93724368514763
19,8.30429232282308
Median,12.8705606241693
Average,12.8705606241693
