PeriodId,JITSofia-123
3,0
7,0
8,0
9,0
10,0
11,0
12,539.760083614755
13,0
14,82.9585992918707
15,70.4713342450517
16,66.4778895004626
17,61.6327893604323
18,104.843872139083
19,92.9103624487061
20,79.7653540755163
21,79.3384960104816
22,98.2004978209743
23,85.0256204565563
24,94.1483571284825
25,118.35549012946
26,88.9747507970377
27,102.28964567005
28,95.6493307722329
29,120.532066076352
30,114.831370745231
31,114.969072095897
32,101.149072961435
33,110.772882022384
34,116.994094626233
35,158.177406361043
Median,90.9425566228719
Average,90.9425566228719
