PeriodId,JITSofia-123
3,0
7,0
8,0
9,12.5
10,4.71374532055426
11,12.3625249651346
12,36.0947047365741
13,31.7315634571415
14,14.3083952804209
15,9.7406945059763
16,5.73346951634848
17,10.325385657122
18,14.165589135821
19,8.47377547233534
20,6.93231302473407
21,5.47009505302771
22,6.04135867939768
23,3.74380438030528
24,5.65482672129918
25,7.20290202574483
26,4.56373237128851
27,4.21594688352753
28,7.86629938779326
29,11.2466673039322
30,7.61016641311807
31,7.92458256057424
32,6.9609433050033
33,8.50851013128855
34,11.3950937353032
35,12.9863810302504
Median,7.73823290045567
Average,7.73823290045567
